Drug	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Crenolanib	Crenolanib	PDGFRA	Protein	P16234	Homo sapiens	IUPHAR	22745105	Kd	=	2.099999905	III
Crenolanib	Crenolanib	FLT3	Protein	P36888	Homo sapiens	IUPHAR	22745105	Kd	=	0.74000001	III
Crenolanib	Crenolanib	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	22745105	Kd	=	30	III
Crenolanib	Crenolanib	PDGFRB	Protein	P09619	Homo sapiens	IUPHAR	22745105	Kd	=	3.200000048	III
Crenolanib	Crenolanib	KIT	Protein	P10721	Homo sapiens	IUPHAR	22745105	Kd	=	78	III
Enzalutamide	Enzalutamide	AR	Protein	P10275	Homo sapiens	IUPHAR	19359544	IC50	=	36	III
Prednisone	Prednisone	NR3C1	Protein	P04150	Homo sapiens	IUPHAR	NA_IUPHAR	Ki	=	521	I
Vatalanib	Vatalanib	FLT4	Protein	P35916	Homo sapiens	IUPHAR	12477352	IC50	=	195	III
Vatalanib	Vatalanib	KDR	Protein	P35968	Homo sapiens	IUPHAR	16321531	IC50	=	21	III
Vatalanib	Vatalanib	KDR	Protein	P35968	Homo sapiens	IUPHAR	22037378	Kd	=	62	III
Vatalanib	Vatalanib	FLT1	Protein	P17948	Homo sapiens	IUPHAR	16321531	IC50	=	140	III
Vatalanib	Vatalanib	PDGFRB	Protein	P09619	Homo sapiens	IUPHAR	10882357	IC50	=	600	III
Pertuzumab	Pertuzumab	ERBB2	Protein	P04626	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	<	10	I
Liposomal Doxorubicin 	Liposomal Doxorubicin 	TOP2A	Protein	P11388	Homo sapiens	IUPHAR	11430001	IC50	=	1000	III
Bicalutamide	Bicalutamide	AR	Protein	P10275	Homo sapiens	IUPHAR	20218717	IC50	=	1000	III
Bicalutamide	Bicalutamide	AR	Protein	P10275	Homo sapiens	IUPHAR	16420057	Ki	=	19	III
Selumetinib	Selumetinib	MAP2K1	Protein	Q02750	Homo sapiens	IUPHAR	17332304	IC50	=		III
Selumetinib	Selumetinib	MAP2K1	Protein	Q02750	Homo sapiens	IUPHAR	17237274	IC50	=		III
SU11274	SU11274	MET	Protein	P08581	Homo sapiens	IUPHAR	14617781	IC50	=	10	III
Lovastatin	Lovastatin	Hmgcr	Protein	P51639	Rat	IUPHAR	1656041	IC50	=	8	III
Lovastatin	Lovastatin	Hmgcr	Protein	P51639	Rat	IUPHAR	1992138	IC50	=	27	III
Lovastatin	Lovastatin	Hmgcr	Protein	P51639	Rat	IUPHAR	8246234	IC50	=	3	III
Lovastatin	Lovastatin	Hmgcr	Protein	P51639	Rat	IUPHAR	NA_IUPHAR	IC50	=	530	I
Lovastatin	Lovastatin	Hmgcr	Protein	P51639	Rat	IUPHAR	NA_IUPHAR	IC50	=	160	I
Lovastatin	Lovastatin	Hmgcr	Protein	P51639	Rat	IUPHAR	2153213	IC50	=	8	III
Lovastatin	Lovastatin	Hmgcr	Protein	P51639	Rat	IUPHAR	NA_IUPHAR	IC50	=	11	I
Lovastatin	Lovastatin	NR1I2	Protein	O75469	Homo sapiens	IUPHAR	9727070	EC50	=		III
Lovastatin	Lovastatin	Hmgcr	Protein	Q01237	Mouse	IUPHAR	NA_IUPHAR	IC50	=	27	I
Lovastatin	Lovastatin	HMGCR	Protein	P04035	Homo sapiens	IUPHAR	6933445	Ki	=	0.600000024	III
Lovastatin	Lovastatin	HMGCR	Protein	P04035	Homo sapiens	IUPHAR	2153213	IC50	=	50	III
Lovastatin	Lovastatin	HMGCR	Protein	P04035	Homo sapiens	IUPHAR	1597859	IC50	=	20	III
Curcumin	Curcumin	EP300	Protein	Q09472	Homo sapiens	IUPHAR	15383533	IC50	=	25000	III
JNJ-28312141	JNJ-28312141	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	19887542	IC50	=	0.689999998	III
JNJ-28312141	JNJ-28312141	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	22037378	Kd	=	3.200000048	III
JNJ-28312141	JNJ-28312141	KIT	Protein	P10721	Homo sapiens	IUPHAR	19887542	IC50	=	5	III
JNJ-28312141	JNJ-28312141	FLT3	Protein	P36888	Homo sapiens	IUPHAR	19887542	IC50	=	30	III
JNJ-28312141	JNJ-28312141	NTRK1	Protein	P04629	Homo sapiens	IUPHAR	19887542	IC50	=	15	III
JNJ-28312141	JNJ-28312141	LCK	Protein	P06239	Homo sapiens	IUPHAR	19887542	IC50	=	88	III
SR9011	SR9011	NR1D1	Protein	P20393	Homo sapiens	IUPHAR	22460951	IC50	=	790	III
SR9011	SR9011	NR1D2	Protein	Q14995	Homo sapiens	IUPHAR	22460951	IC50	=	560	III
Tamoxifen Citrate	Tamoxifen Citrate	ESR2	Protein	Q92731	Homo sapiens	IUPHAR	9048584	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	GPER1	Protein	Q99527	Homo sapiens	IUPHAR	15539556	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	ESR1	Protein	P03372	Homo sapiens	IUPHAR	9048584	NA	NA	NA	II
FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3/ABL/Aurora Kinase Inhibitor KW-2449	ABL1	Protein	P00519	Homo sapiens	IUPHAR	19541823	IC50	=	14	III
FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3/ABL/Aurora Kinase Inhibitor KW-2449	AURKA	Protein	O14965	Homo sapiens	IUPHAR	19541823	IC50	=	48	III
FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3	Protein	P36888	Homo sapiens	IUPHAR	19541823	IC50	=	6.599999905	III
FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3	Protein	P36888	Homo sapiens	IUPHAR	22037378	Kd	=	15	III
FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3/ABL/Aurora Kinase Inhibitor KW-2449	AURKB	Protein	Q96GD4	Homo sapiens	IUPHAR	19541823	IC50	=	48	III
Ridaforolimus	Ridaforolimus	MTOR	Protein	P42345	Homo sapiens	IUPHAR	21482695	IC50	=	0.200000003	III
Ibrutinib	Ibrutinib	BMX	Protein	P51813	Homo sapiens	IUPHAR	22394077	IC50	=	0.800000012	III
Ibrutinib	Ibrutinib	BLK	Protein	P51451	Homo sapiens	IUPHAR	22394077	IC50	=	0.5	III
Ibrutinib	Ibrutinib	BTK	Protein	Q06187	Homo sapiens	IUPHAR	17154430	IC50	=	0.5	III
Navitoclax	Navitoclax	BCL2L1	Protein	Q07817	Homo sapiens	IUPHAR	18841882	Ki	<	1	III
Navitoclax	Navitoclax	BCL2	Protein	P10415	Homo sapiens	IUPHAR	18841882	Ki	<	1	III
Letrozole	Letrozole	CYP19A1	Protein	P11511	Homo sapiens	IUPHAR	22386564	Ki	=	0.02	III
Dubermatinib	Dubermatinib	AXL	Protein	P30530	Homo sapiens	IUPHAR	22247788	IC50	=	27	III
Dubermatinib	Dubermatinib	AURKA	Protein	O14965	Homo sapiens	IUPHAR	22247788	IC50	=	3	III
Dubermatinib	Dubermatinib	AURKB	Protein	Q96GD4	Homo sapiens	IUPHAR	22247788	IC50	=	12.39999962	III
Sirolimus	Sirolimus	FKBP1A	Protein	P62942	Homo sapiens	IUPHAR	9857082	Ki	=	0.200000003	III
Sirolimus	Sirolimus	FKBP1A	Protein	P62942	Homo sapiens	IUPHAR	9857082	Ki	=	0.200000003	III
Lucitanib	Lucitanib	PDGFRB	Protein	P09619	Homo sapiens	IUPHAR	22304225	IC50	=	8	III
Lucitanib	Lucitanib	KDR	Protein	P35968	Homo sapiens	IUPHAR	22304225	IC50	=	4	III
Lucitanib	Lucitanib	FLT1	Protein	P17948	Homo sapiens	IUPHAR	22304225	IC50	=	12	III
Lucitanib	Lucitanib	RET	Protein	P07949	Homo sapiens	IUPHAR	22304225	IC50	=	200	III
Lucitanib	Lucitanib	KIT	Protein	P10721	Homo sapiens	IUPHAR	22304225	IC50	=	527	III
Lucitanib	Lucitanib	FGFR1	Protein	P11362	Homo sapiens	IUPHAR	22304225	IC50	=	7	III
Lucitanib	Lucitanib	PDGFRA	Protein	P16234	Homo sapiens	IUPHAR	22304225	IC50	=	13	III
SCH-772984	SCH-772984	MAPK1	Protein	P28482	Homo sapiens	IUPHAR	23614898	IC50	=	4	III
SCH-772984	SCH-772984	MAPK1	Protein	P28482	Homo sapiens	IUPHAR	23614898	IC50	=	1	III
Ramucirumab	Ramucirumab	KDR	Protein	P35968	Homo sapiens	IUPHAR	12917408	IC50	=	1	III
Ramucirumab	Ramucirumab	KDR	Protein	P35968	Homo sapiens	IUPHAR	12917408	Kd	=	0.050000001	III
Alpelisib	Alpelisib	PIK3CG	Protein	P48736	Homo sapiens	IUPHAR	23726034	IC50	=	250	III
Alpelisib	Alpelisib	PIK3CA	Protein	P42336	Homo sapiens	IUPHAR	23726034	IC50	=	5	III
Alpelisib	Alpelisib	PIK3CD	Protein	O00329	Homo sapiens	IUPHAR	23726034	IC50	=	290	III
Alpelisib	Alpelisib	PIK3CB	Protein	P42338	Homo sapiens	IUPHAR	23726034	IC50	=	1200	III
Doramapimod	Doramapimod	MAPK12	Protein	P53778	Homo sapiens	IUPHAR	22014550	IC50	=	30	III
Doramapimod	Doramapimod	MAPK14	Protein	Q16539	Homo sapiens	IUPHAR	22037378	Kd	=	0.449999988	III
Doramapimod	Doramapimod	MAPK14	Protein	Q16539	Homo sapiens	IUPHAR	22014550	IC50	=	20	III
Doramapimod	Doramapimod	MAPK13	Protein	O15264	Homo sapiens	IUPHAR	22014550	IC50	=	300	III
Doramapimod	Doramapimod	MAPK11	Protein	Q15759	Homo sapiens	IUPHAR	22014550	IC50	=	7	III
STO609	STO609	CAMKK1	Protein	Q8N5S9	Homo sapiens	IUPHAR	11867640	IC50	=	140	III
STO609	STO609	CAMKK2	Protein	Q96RR4	Homo sapiens	IUPHAR	11867640	IC50	=	40	III
Ofatumumab	Ofatumumab	MS4A1	Protein	P11836	Homo sapiens	IUPHAR	NA_IUPHAR	Kd	=	0.120999999	I
Tandutinib	Tandutinib	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	12124172	IC50	=	3430	III
Tandutinib	Tandutinib	PDGFRB	Protein	P09619	Homo sapiens	IUPHAR	12124172	IC50	=	200	III
Tandutinib	Tandutinib	FLT3	Protein	P36888	Homo sapiens	IUPHAR	22037378	Kd	=	3	III
Tandutinib	Tandutinib	FLT3	Protein	P36888	Homo sapiens	IUPHAR	12124172	IC50	=	220	III
Tandutinib	Tandutinib	KIT	Protein	P10721	Homo sapiens	IUPHAR	12124172	IC50	=	170	III
Leuprolide Acetate	Leuprolide Acetate	GNRHR	Protein	P30968	Homo sapiens	IUPHAR	17095587	Ki	=		III
Leuprolide Acetate	Leuprolide Acetate	Gnrhr	Protein	P30969	Rat	IUPHAR	8013367	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	IUPHAR	15709193	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	IUPHAR	10631692	NA	NA	NA	II
Temsirolimus	Temsirolimus	MTOR	Protein	P42345	Homo sapiens	IUPHAR	21438579	IC50	=	1760	III
Obinutuzumab	Obinutuzumab	MS4A1	Protein	P11836	Homo sapiens	IUPHAR	23537278	NA	NA	NA	II
Obinutuzumab	Obinutuzumab	MS4A1	Protein	P11836	Homo sapiens	IUPHAR	21378274	NA	NA	NA	II
mTOR Kinase Inhibitor PP242	mTOR Kinase Inhibitor PP242	MTOR	Protein	P42345	Homo sapiens	IUPHAR	18849971	IC50	=	8	III
mTOR Kinase Inhibitor PP242	mTOR Kinase Inhibitor PP242	PASK	Protein	Q96RG2	Homo sapiens	IUPHAR	18849971	NA	NA	NA	II
Volasertib	Volasertib	PLK1	Protein	P53350	Homo sapiens	IUPHAR	23103095	IC50	=	0.870000005	III
A-674563	A-674563	AKT1	Protein	P31749	Homo sapiens	IUPHAR	15956255	Ki	=	11	III
A-674563	A-674563	AKT1	Protein	P31749	Homo sapiens	IUPHAR	22037378	Kd	=	76	III
Saracatinib	Saracatinib	ABL1	Protein	P00519	Homo sapiens	IUPHAR	17064066	IC50	=	30	III
Saracatinib	Saracatinib	YES1	Protein	P07947	Homo sapiens	IUPHAR	17064066	IC50	=	4	III
Saracatinib	Saracatinib	SRC	Protein	P12931	Homo sapiens	IUPHAR	17064066	IC50	=	2.700000048	III
Saracatinib	Saracatinib	LCK	Protein	P06239	Homo sapiens	IUPHAR	17064066	IC50	<	4	III
Exemestane	Exemestane	CYP19A1	Protein	P11511	Homo sapiens	IUPHAR	2951074	IC50	=	50.09999847	III
Cobimetinib	Cobimetinib	MAP2K2	Protein	P36507	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	199	I
Cobimetinib	Cobimetinib	MAP2K1	Protein	Q02750	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	0.899999976	I
Cobimetinib	Cobimetinib	MAP2K7	Protein	O14733	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	>	10000	I
Akt Inhibitor MK2206	Akt Inhibitor MK2206	AKT2	Protein	P31751	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	12	I
Akt Inhibitor MK2206	Akt Inhibitor MK2206	AKT1	Protein	P31749	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	5	I
Akt Inhibitor MK2206	Akt Inhibitor MK2206	AKT3	Protein	Q9Y243	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	65	I
Tipifarnib	Tipifarnib	FNTB	Protein	P49356	Homo sapiens	IUPHAR	11196150	IC50	=	0.860000014	III
Tipifarnib	Tipifarnib	FNTB	Protein	P49356	Homo sapiens	IUPHAR	12699751	IC50	=	0.860000014	III
CHIR-99021	CHIR-99021	GSK3B	Protein	P49841	Homo sapiens	IUPHAR	12606497	IC50	=	6.699999809	III
CHIR-99021	CHIR-99021	CDK1	Protein	P06493	Homo sapiens	IUPHAR	12606497	IC50	=	8800	III
CHIR-99021	CHIR-99021	MAPK1	Protein	P28482	Homo sapiens	IUPHAR	12606497	IC50	>	10000	III
CHIR-99021	CHIR-99021	GSK3A	Protein	P49840	Homo sapiens	IUPHAR	12606497	IC50	=	9.800000191	III
Gefitinib	Gefitinib	EGFR	Protein	P00533	Homo sapiens	IUPHAR	17416531	Ki	=	5.5	III
Gefitinib	Gefitinib	EGFR	Protein	P00533	Homo sapiens	IUPHAR	22037378	Kd	=	1	III
Pembrolizumab	Pembrolizumab	PDCD1	Protein	Q15116	Homo sapiens	IUPHAR	NA_IUPHAR	Kd	~	0.100000001	I
PI-103	PI-103	MTOR	Protein	P42345	Homo sapiens	IUPHAR	19584227	IC50	=	30	III
PI-103	PI-103	PIK3CG	Protein	P48736	Homo sapiens	IUPHAR	19584227	IC50	=	15	III
PI-103	PI-103	PIK3CD	Protein	O00329	Homo sapiens	IUPHAR	19584227	IC50	=	3	III
PI-103	PI-103	PIK3C2B	Protein	O00750	Homo sapiens	IUPHAR	17601739	IC50	=	10	III
PI-103	PI-103	PRKDC	Protein	P78527	Homo sapiens	IUPHAR	19584227	IC50	=	23	III
PI-103	PI-103	PIK3CA	Protein	P42336	Homo sapiens	IUPHAR	19584227	IC50	=	2	III
PI-103	PI-103	PIK3CB	Protein	P42338	Homo sapiens	IUPHAR	19584227	IC50	=	3	III
Trametinib	Trametinib	MAP2K1	Protein	Q02750	Homo sapiens	IUPHAR	21245089	IC50	=		III
Trametinib	Trametinib	MAP2K1	Protein	Q02750	Homo sapiens	IUPHAR	21523318	IC50	=		III
Trametinib	Trametinib	MAP2K2	Protein	P36507	Homo sapiens	IUPHAR	21523318	IC50	=	1.799999952	III
Regorafenib	Regorafenib	KDR	Protein	P35968	Homo sapiens	IUPHAR	21170960	IC50		13	III
Regorafenib	Regorafenib	BRAF	Protein	P15056	Homo sapiens	IUPHAR	22222036	IC50	=	28	III
Anastrozole	Anastrozole	CYP19A1	Protein	P11511	Homo sapiens	IUPHAR	20413308	IC50	=	15	III
Eltrombopag Olamine	Eltrombopag Olamine	MPL	Protein	P40238	Homo sapiens	IUPHAR	18783949	EC50	=	38	III
Pralatrexate	Pralatrexate	DHFR	Protein	P00374	Homo sapiens	IUPHAR	19221750	Ki	=	45	III
Sacituzumab Govitecan	Sacituzumab	TACSTD2	Protein	P09758	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	FGFR1	Protein	P11362	Homo sapiens	IUPHAR	26080733	IC50	<		III
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	FGFR3	Protein	P22607	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	<	5	I
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	KDR	Protein	P35968	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	24	I
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	FGFR4	Protein	P22455	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	165	I
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	IGF1R	Protein	P08069	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	581	I
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	FGFR2	Protein	P21802	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	<	5	I
Brentuximab Vedotin	Brentuximab Vedotin	TNFRSF8	Protein	P28908	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
Ipilimumab	Ipilimumab	CTLA4	Protein	P16410	Homo sapiens	IUPHAR	NA_IUPHAR	Kd	<	1	I
Rapamycin	Sirolimus	FKBP1A	Protein	P62942	Homo sapiens	IUPHAR	9857082	Ki	=	0.200000003	III
Rapamycin	Sirolimus	FKBP1A	Protein	P62942	Homo sapiens	IUPHAR	9857082	Ki	=	0.200000003	III
Tretinoin	Tretinoin	PPARD	Protein	Q03181	Homo sapiens	IUPHAR	12963727	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	10964567	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	8380496	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	8264595	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	7791761	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	10637371	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	19058965	EC50	=	0.200000003	III
Tretinoin	Tretinoin	NR2C2	Protein	P49116	Homo sapiens	IUPHAR	21068381	EC50	=	23800	III
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	IUPHAR	10964567	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	IUPHAR	8264595	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	IUPHAR	7791761	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	IUPHAR	10637371	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	IUPHAR	19058965	EC50	=	12	III
Tretinoin	Tretinoin	RORB	Protein	Q92753	Homo sapiens	IUPHAR	12958591	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	10964567	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	8380496	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	8264595	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	7791761	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	10637371	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	19058965	EC50	=	17	III
Ceritinib	Ceritinib	INSR	Protein	P06213	Homo sapiens	IUPHAR	23742252	IC50	=	7	III
Ceritinib	Ceritinib	FLT3	Protein	P36888	Homo sapiens	IUPHAR	23742252	IC50	=	60	III
Ceritinib	Ceritinib	IGF1R	Protein	P08069	Homo sapiens	IUPHAR	23742252	IC50	=	8	III
Ceritinib	Ceritinib	TSSK1B	Protein	Q9BXA7	Homo sapiens	IUPHAR	23742252	IC50	=	23	III
Ceritinib	Ceritinib	ALK	Protein	Q9UM73	Homo sapiens	IUPHAR	23742252	IC50	=	0.200000003	III
Lanreotide Acetate	Lanreotide Acetate	Sstr3	Protein	P30935	Mouse	IUPHAR	8100350	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	Sstr3	Protein	P30936	Rat	IUPHAR	9600011	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR3	Protein	P32745	Homo sapiens	IUPHAR	8769372	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR3	Protein	P32745	Homo sapiens	IUPHAR	10598788	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR3	Protein	P32745	Homo sapiens	IUPHAR	7988476	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR3	Protein	P32745	Homo sapiens	IUPHAR	9650799	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	Sstr2	Protein	P30680	Rat	IUPHAR	9600011	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	Sstr5	Protein	P30938	Rat	IUPHAR	9600011	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR5	Protein	P35346	Homo sapiens	IUPHAR	8769372	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR5	Protein	P35346	Homo sapiens	IUPHAR	9652348	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR5	Protein	P35346	Homo sapiens	IUPHAR	10598788	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR5	Protein	P35346	Homo sapiens	IUPHAR	9600011	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR5	Protein	P35346	Homo sapiens	IUPHAR	7988476	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR5	Protein	P35346	Homo sapiens	IUPHAR	9650799	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR2	Protein	P30874	Homo sapiens	IUPHAR	8769372	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR2	Protein	P30874	Homo sapiens	IUPHAR	9652348	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR2	Protein	P30874	Homo sapiens	IUPHAR	10598788	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR2	Protein	P30874	Homo sapiens	IUPHAR	7988476	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR2	Protein	P30874	Homo sapiens	IUPHAR	9650799	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	Sstr2	Protein	P30875	Mouse	IUPHAR	9600011	NA	NA	NA	II
Fulvestrant	Fulvestrant	GPER1	Protein	Q99527	Homo sapiens	IUPHAR	15539556	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	IUPHAR	12672240	Ki	=	1.039999962	III
Fulvestrant	Fulvestrant	ESR2	Protein	Q92731	Homo sapiens	IUPHAR	12672240	Ki	=	1.389999986	III
Flutamide	Flutamide	AR	Protein	P10275	Homo sapiens	IUPHAR	18571420	Ki	=	3700	III
MEK Inhibitor CI-1040	MEK Inhibitor CI-1040	MAP2K1	Protein	Q02750	Homo sapiens	IUPHAR	22037378	Kd	=	120	III
NVP-AEW541	NVP-AEW541	IGF1R	Protein	P08069	Homo sapiens	IUPHAR	15050915	IC50	=	0.400000006	III
Tamatinib	Tamatinib	SYK	Protein	P43405	Homo sapiens	IUPHAR	22037378	Kd	=	19	III
Tamatinib	Tamatinib	SYK	Protein	P43405	Homo sapiens	IUPHAR	16946104	IC50	=		III
Tamatinib	Tamatinib	SYK	Protein	P43405	Homo sapiens	IUPHAR	19254842	IC50	=		III
Tamatinib	Tamatinib	RET	Protein	P07949	Homo sapiens	IUPHAR	19107952	IC50	=	5	III
Carfilzomib	Carfilzomib	PSMB5	Protein	P28074	Homo sapiens	IUPHAR	19348473	IC50	=	5.699999809	III
Elotuzumab	Elotuzumab	SLAMF7	Protein	Q9NQ25	Homo sapiens	IUPHAR	NA_IUPHAR	Kd	=	8.859999657	I
GW-2580	GW-2580	NTRK3	Protein	Q16288	Homo sapiens	IUPHAR	22037378	Kd	=	120	III
GW-2580	GW-2580	NTRK2	Protein	Q16620	Homo sapiens	IUPHAR	22037378	Kd	=	36	III
GW-2580	GW-2580	NTRK1	Protein	P04629	Homo sapiens	IUPHAR	22037378	Kd	=	630	III
GW-2580	GW-2580	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	16249345	IC50	=	60	III
GW-2580	GW-2580	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	22037378	Kd	=	2.200000048	III
ALK Inhibitor TAE684	ALK Inhibitor TAE684	ALK	Protein	Q9UM73	Homo sapiens	IUPHAR	22037378	Kd	=	1.100000024	III
BH3 Mimetic ABT-737	BH3 Mimetic ABT-737	BCL2L1	Protein	Q07817	Homo sapiens	IUPHAR	17256834	Ki	<	0.5	III
BH3 Mimetic ABT-737	BH3 Mimetic ABT-737	BCL2L2	Protein	Q92843	Homo sapiens	IUPHAR	17256834	Ki	<	1	III
BH3 Mimetic ABT-737	BH3 Mimetic ABT-737	BCL2	Protein	P10415	Homo sapiens	IUPHAR	17256834	Ki	<	1	III
Resveratrol	Resveratrol	PTGS2	Protein	P35354	Homo sapiens	IUPHAR	20527891	IC50	=	750	III
Resveratrol	Resveratrol	PPARG	Protein	P37231	Homo sapiens	IUPHAR	24796862	Kd	=	1400	III
Cetuximab	Cetuximab	EGFR	Protein	P00533	Homo sapiens	IUPHAR	NA_IUPHAR	Kd	=	0.389999986	I
CDK Inhibitor SNS-032	CDK Inhibitor SNS-032	CDK2	Protein	P24941	Homo sapiens	IUPHAR	22037378	Kd	=	69	III
Abemaciclib	Abemaciclib	CDK4	Protein	P11802	Homo sapiens	IUPHAR	24919854	IC50	=	2	III
Abemaciclib	Abemaciclib	CDK6	Protein	Q00534	Homo sapiens	IUPHAR	24919854	IC50	=	10	III
Rituximab	Rituximab	MS4A1	Protein	P11836	Homo sapiens	IUPHAR	15102696	Kd	=	3.099999905	III
