Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-912526,"Interleukin receptor SHC signaling",68,263,0.02396355353075171,1.1102230246251565E-16,1.7763568394002505E-15,39,45,0.004233700254022015,9606,Homo sapiens,"Q13555;Q13554;P36507;P07949;P28482;Q13557;P12931;P21802;P15056;P62993;Q13200;P22455;P04049;Q15303;P27361;P09619;P10721;Q9UQM7;Q99436;P16234;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P42338;P42336;P52333;O00329;P05106;P28066;P28065;P28062;Q05397;P08581;P20618;P06241;P21860;P25789;P25788;P05230;P40306;P27448;P25787;P25786;P04626;P28074;Q02750;P28072;Q99460;P28070;P14784;P31785;P11362;O14818;O60674;P22607;P23458;Q16584","Q13555;Q13554;P36507;P07949;P28482;Q13557;P15056;P62993-1;P12931-1;Q13200;P22455;Q15303-2;Q15303-3;P04049;Q15303-1;P22607-2;P22607-1;P27361;P09619;P10721;P21802-5;Q9UQM7;P21802-3;Q99436;P16234;P21802-1;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P42338;P42336;P52333;O00329;P05106;P28066;P21860-1;P28065;P28062;Q05397;P21802-18;P11362-19;P08581;P20618;P11362-1;P06241;P25789;P25788;P05230;P40306;P27448;P25787;P25786;P04626;P28074;Q02750;P28072;Q99460;P28070;P14784;P31785;O14818;O60674;P23458;Q16584","R-HSA-5674132;R-HSA-5672980;R-HSA-912527;R-HSA-5674130;R-HSA-5672978;R-HSA-5674387;R-HSA-5674385;R-HSA-5674140;R-HSA-5675417;R-HSA-5672966;R-HSA-508247;R-HSA-5675206;R-HSA-5672965;R-HSA-5674373;R-HSA-913374;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-913424;R-HSA-5672969;R-HSA-5672950;R-HSA-5672951;R-HSA-5672948;R-HSA-5675376;R-HSA-5675198;R-HSA-5674366;R-HSA-5672958;R-HSA-5658430;R-HSA-5672957;R-HSA-5675194;R-HSA-5672954;R-HSA-5675431;R-HSA-453111;R-HSA-5674019;R-HSA-453104;R-HSA-5675373;R-HSA-5675433"
R-HSA-170984,"ARMS-mediated activation",66,257,0.023416856492027335,1.1102230246251565E-16,1.7763568394002505E-15,38,44,0.004139618026154859,9606,Homo sapiens,"Q13555;Q13554;P36507;P07949;P28482;Q13557;P12931;P21802;P15056;P62993;Q13200;P22455;P04049;Q15303;P27361;P09619;P10721;Q9UQM7;Q99436;P16234;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P52333;P05106;P28066;P28065;P28062;Q05397;P08581;P20618;P06241;P21860;P25789;P25788;P05230;P40306;P27448;P25787;P25786;P04626;P28074;P04629;Q02750;P28072;Q99460;P28070;P14784;P31785;P11362;O14818;O60674;P22607;P23458;Q16584","Q13555;Q13554;P36507;P07949;P28482;Q13557;P15056;P62993-1;P12931-1;Q13200;P22455;Q15303-2;Q15303-3;P04049;Q15303-1;P22607-2;P22607-1;P27361;P09619;P10721;P21802-5;Q9UQM7;P21802-3;Q99436;P16234;P21802-1;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P52333;P05106;P28066;P21860-1;P28065;P28062;Q05397;P21802-18;P11362-19;P08581;P20618;P11362-1;P06241;P25789;P25788;P05230;P40306;P27448;P25787;P25786;P04626;P28074;P04629;Q02750;P28072;Q99460;P28070;P14784;P31785;O14818;O60674;P23458;Q16584","R-HSA-5674132;R-HSA-5672980;R-HSA-5674130;R-HSA-5672978;R-HSA-5674387;R-HSA-5674385;R-HSA-5674140;R-HSA-5675417;R-HSA-5672966;R-HSA-5675206;R-HSA-5672965;R-HSA-5674373;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-5672969;R-HSA-5672950;R-HSA-5672951;R-HSA-169891;R-HSA-5672948;R-HSA-169895;R-HSA-5675376;R-HSA-5675198;R-HSA-5674366;R-HSA-5672958;R-HSA-5658430;R-HSA-5672957;R-HSA-5675194;R-HSA-5672954;R-HSA-169901;R-HSA-5675431;R-HSA-169904;R-HSA-169905;R-HSA-5674019;R-HSA-5675373;R-HSA-5675433"
R-HSA-2586552,"Signaling by Leptin",66,261,0.023781321184510252,1.1102230246251565E-16,1.7763568394002505E-15,50,58,0.005456769216295042,9606,Homo sapiens,"Q13555;Q13554;P36507;P07949;P28482;Q13557;P12931;P21802;P15056;P62993;Q13200;P22455;P04049;Q15303;P27361;P09619;P10721;Q9UQM7;Q99436;P16234;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P52333;P05106;P28066;P28065;P28062;Q05397;P08581;P20618;P06241;P21860;P25789;P25788;P05230;P40306;P27448;P25787;P25786;P04626;P51692;P28074;Q02750;P28072;Q99460;P28070;P14784;P31785;P11362;O14818;O60674;P22607;P23458;Q16584","Q13555;Q13554;P36507;P07949;P28482;Q13557;P15056;P62993-1;P12931-1;Q13200;P22455;Q15303-2;Q15303-3;P04049;Q15303-1;P22607-2;P22607-1;P27361;P09619;P10721;P21802-5;Q9UQM7;P21802-3;Q99436;P16234;P21802-1;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P52333;P05106;P28066;P21860-1;P28065;P28062;Q05397;P21802-18;P11362-19;P08581;P20618;P11362-1;P06241;P25789;P25788;P05230;P40306;P27448;P25787;P25786;P04626;P51692;P28074;Q02750;P28072;Q99460;P28070;P14784;P31785;O14818;O60674;P23458;Q16584","R-HSA-452102;R-HSA-2672302;R-HSA-5675206;R-HSA-2586559;R-HSA-2586555;R-HSA-2586553;R-HSA-5672950;R-HSA-5672951;R-HSA-5672948;R-HSA-5675376;R-HSA-507937;R-HSA-5674366;R-HSA-2671872;R-HSA-5672958;R-HSA-2671873;R-HSA-2671747;R-HSA-5672957;R-HSA-2671876;R-HSA-5672954;R-HSA-5675373;R-HSA-5674132;R-HSA-5672980;R-HSA-2671850;R-HSA-5674130;R-HSA-5672978;R-HSA-5674387;R-HSA-2671855;R-HSA-5674385;R-HSA-5674140;R-HSA-5675417;R-HSA-5672966;R-HSA-5672965;R-HSA-5674373;R-HSA-2671868;R-HSA-5672960;R-HSA-5674496;R-HSA-2671742;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-2671862;R-HSA-5672969;R-HSA-5675198;R-HSA-5658430;R-HSA-5675194;R-HSA-5675431;R-HSA-5674019;R-HSA-2671839;R-HSA-2671829;R-HSA-5675433"
R-HSA-180336,"SHC1 events in EGFR signaling",65,253,0.02305239179954442,1.1102230246251565E-16,1.7763568394002505E-15,37,43,0.004045535798287704,9606,Homo sapiens,"Q13555;Q13554;P36507;P07949;P28482;Q13557;P12931;P21802;P15056;P62993;Q13200;P22455;P04049;Q15303;P27361;P09619;P10721;Q9UQM7;Q99436;P16234;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P52333;P05106;P28066;P28065;P28062;Q05397;P08581;P20618;P06241;P21860;P25789;P25788;P05230;P40306;P27448;P25787;P25786;P04626;P28074;Q02750;P28072;Q99460;P28070;P14784;P31785;P11362;O14818;O60674;P22607;P23458;Q16584","Q13555;Q13554;P36507;P07949;P28482;Q13557;P15056;P62993-1;P12931-1;Q13200;P22455;Q15303-2;Q15303-3;P04049;Q15303-1;P22607-2;P22607-1;P27361;P09619;P10721;P21802-5;Q9UQM7;P21802-3;Q99436;P16234;P21802-1;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P52333;P05106;P28066;P21860-1;P28065;P28062;Q05397;P21802-18;P11362-19;P08581;P20618;P11362-1;P06241;P25789;P25788;P05230;P40306;P27448;P25787;P25786;P04626;P28074;Q02750;P28072;Q99460;P28070;P14784;P31785;O14818;O60674;P23458;Q16584","R-HSA-5674132;R-HSA-5672980;R-HSA-5674130;R-HSA-5672978;R-HSA-5674387;R-HSA-177925;R-HSA-5674385;R-HSA-5674140;R-HSA-5675417;R-HSA-177933;R-HSA-5672966;R-HSA-5675206;R-HSA-177936;R-HSA-5672965;R-HSA-5674373;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-177945;R-HSA-5672969;R-HSA-5672950;R-HSA-5672951;R-HSA-5672948;R-HSA-5675376;R-HSA-5675198;R-HSA-5674366;R-HSA-5672958;R-HSA-5658430;R-HSA-5672957;R-HSA-5675194;R-HSA-5672954;R-HSA-5675431;R-HSA-5674019;R-HSA-5675373;R-HSA-5675433"
R-HSA-179812,"GRB2 events in EGFR signaling",65,253,0.02305239179954442,1.1102230246251565E-16,1.7763568394002505E-15,36,42,0.003951453570420547,9606,Homo sapiens,"Q13555;Q13554;P36507;P07949;P28482;Q13557;P12931;P21802;P15056;P62993;Q13200;P22455;P04049;Q15303;P27361;P09619;P10721;Q9UQM7;Q99436;P16234;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P52333;P05106;P28066;P28065;P28062;Q05397;P08581;P20618;P06241;P21860;P25789;P25788;P05230;P40306;P27448;P25787;P25786;P04626;P28074;Q02750;P28072;Q99460;P28070;P14784;P31785;P11362;O14818;O60674;P22607;P23458;Q16584","Q13555;Q13554;P36507;P07949;P28482;Q13557;P15056;P62993-1;P12931-1;Q13200;P22455;Q15303-2;Q15303-3;P04049;Q15303-1;P22607-2;P22607-1;P27361;P09619;P10721;P21802-5;Q9UQM7;P21802-3;Q99436;P16234;P21802-1;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P52333;P05106;P28066;P21860-1;P28065;P28062;Q05397;P21802-18;P11362-19;P08581;P20618;P11362-1;P06241;P25789;P25788;P05230;P40306;P27448;P25787;P25786;P04626;P28074;Q02750;P28072;Q99460;P28070;P14784;P31785;O14818;O60674;P23458;Q16584","R-HSA-5674132;R-HSA-5672980;R-HSA-5674130;R-HSA-5672978;R-HSA-5674387;R-HSA-5674385;R-HSA-5674140;R-HSA-5675417;R-HSA-5672966;R-HSA-177938;R-HSA-5675206;R-HSA-5672965;R-HSA-5674373;R-HSA-177943;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-5672969;R-HSA-5672950;R-HSA-5672951;R-HSA-5672948;R-HSA-5675376;R-HSA-5675198;R-HSA-5674366;R-HSA-5672958;R-HSA-5658430;R-HSA-5672957;R-HSA-5675194;R-HSA-5672954;R-HSA-5675431;R-HSA-109813;R-HSA-5674019;R-HSA-5675373;R-HSA-5675433"
R-HSA-187706,"Signalling to p38 via RIT and RIN",66,257,0.023416856492027335,1.1102230246251565E-16,1.7763568394002505E-15,36,42,0.003951453570420547,9606,Homo sapiens,"Q13555;Q13554;P36507;P07949;P28482;Q13557;P12931;P21802;P15056;P62993;Q13200;P22455;P04049;Q15303;P27361;P09619;P10721;Q9UQM7;Q99436;P16234;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P52333;P05106;P28066;P28065;P28062;Q05397;P08581;P20618;P06241;P21860;P25789;P25788;P05230;P40306;P27448;P25787;P25786;P04626;P28074;P04629;Q02750;P28072;Q99460;P28070;P14784;P31785;P11362;O14818;O60674;P22607;P23458;Q16584","Q13555;Q13554;P36507;P07949;P28482;Q13557;P15056;P62993-1;P12931-1;Q13200;P22455;Q15303-2;Q15303-3;P04049;Q15303-1;P22607-2;P22607-1;P27361;P09619;P10721;P21802-5;Q9UQM7;P21802-3;Q99436;P16234;P21802-1;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P52333;P05106;P28066;P21860-1;P28065;P28062;Q05397;P21802-18;P11362-19;P08581;P20618;P11362-1;P06241;P25789;P25788;P05230;P40306;P27448;P25787;P25786;P04626;P28074;P04629;Q02750;P28072;Q99460;P28070;P14784;P31785;O14818;O60674;P23458;Q16584","R-HSA-5674132;R-HSA-5672980;R-HSA-5674130;R-HSA-5672978;R-HSA-5674387;R-HSA-5674385;R-HSA-5674140;R-HSA-5675417;R-HSA-5672966;R-HSA-5675206;R-HSA-5672965;R-HSA-5674373;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-5672969;R-HSA-5672950;R-HSA-187746;R-HSA-5672951;R-HSA-5672948;R-HSA-5675376;R-HSA-5675198;R-HSA-5674366;R-HSA-5672958;R-HSA-5658430;R-HSA-5672957;R-HSA-5675194;R-HSA-5672954;R-HSA-187698;R-HSA-5675431;R-HSA-187697;R-HSA-5674019;R-HSA-5675373;R-HSA-5675433"
R-HSA-112412,"SOS-mediated signalling",65,253,0.02305239179954442,1.1102230246251565E-16,1.7763568394002505E-15,35,41,0.0038573713425533915,9606,Homo sapiens,"Q13555;Q13554;P36507;P07949;P28482;Q13557;P12931;P21802;P15056;P62993;Q13200;P22455;P04049;Q15303;P27361;P09619;P10721;Q9UQM7;Q99436;P16234;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P52333;P05106;P28066;P28065;P28062;Q05397;P08581;P20618;P06241;P21860;P25789;P25788;P05230;P40306;P27448;P25787;P25786;P04626;P28074;Q02750;P28072;Q99460;P28070;P14784;P31785;P11362;O14818;O60674;P22607;P23458;Q16584","Q13555;Q13554;P36507;P07949;P28482;Q13557;P15056;P62993-1;P12931-1;Q13200;P22455;Q15303-2;Q15303-3;P04049;Q15303-1;P22607-2;P22607-1;P27361;P09619;P10721;P21802-5;Q9UQM7;P21802-3;Q99436;P16234;P21802-1;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P52333;P05106;P28066;P21860-1;P28065;P28062;Q05397;P21802-18;P11362-19;P08581;P20618;P11362-1;P06241;P25789;P25788;P05230;P40306;P27448;P25787;P25786;P04626;P28074;Q02750;P28072;Q99460;P28070;P14784;P31785;O14818;O60674;P23458;Q16584","R-HSA-5674132;R-HSA-5672980;R-HSA-5674130;R-HSA-5672978;R-HSA-5674387;R-HSA-5674385;R-HSA-5674140;R-HSA-5675417;R-HSA-5672966;R-HSA-5675206;R-HSA-5672965;R-HSA-5674373;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-5672969;R-HSA-5672950;R-HSA-5672951;R-HSA-5672948;R-HSA-5675376;R-HSA-5675198;R-HSA-5674366;R-HSA-5672958;R-HSA-5658430;R-HSA-5672957;R-HSA-5675194;R-HSA-5672954;R-HSA-5675431;R-HSA-74736;R-HSA-5674019;R-HSA-109817;R-HSA-5675373;R-HSA-5675433"
R-HSA-5673001,"RAF/MAP kinase cascade",65,253,0.02305239179954442,1.1102230246251565E-16,1.7763568394002505E-15,33,39,0.00366920688681908,9606,Homo sapiens,"Q13555;Q13554;P36507;P07949;P28482;Q13557;P12931;P21802;P15056;P62993;Q13200;P22455;P04049;Q15303;P27361;P09619;P10721;Q9UQM7;Q99436;P16234;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P52333;P05106;P28066;P28065;P28062;Q05397;P08581;P20618;P06241;P21860;P25789;P25788;P05230;P40306;P27448;P25787;P25786;P04626;P28074;Q02750;P28072;Q99460;P28070;P14784;P31785;P11362;O14818;O60674;P22607;P23458;Q16584","Q13555;Q13554;P36507;P07949;P28482;Q13557;P15056;P62993-1;P12931-1;Q13200;P22455;Q15303-2;Q15303-3;P04049;Q15303-1;P22607-2;P22607-1;P27361;P09619;P10721;P21802-5;Q9UQM7;P21802-3;Q99436;P16234;P21802-1;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P52333;P05106;P28066;P21860-1;P28065;P28062;Q05397;P21802-18;P11362-19;P08581;P20618;P11362-1;P06241;P25789;P25788;P05230;P40306;P27448;P25787;P25786;P04626;P28074;Q02750;P28072;Q99460;P28070;P14784;P31785;O14818;O60674;P23458;Q16584","R-HSA-5674132;R-HSA-5672980;R-HSA-5674130;R-HSA-5672978;R-HSA-5674387;R-HSA-5674385;R-HSA-5674140;R-HSA-5675417;R-HSA-5672966;R-HSA-5675206;R-HSA-5672965;R-HSA-5674373;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-5672969;R-HSA-5672950;R-HSA-5672951;R-HSA-5672948;R-HSA-5675376;R-HSA-5675198;R-HSA-5674366;R-HSA-5672958;R-HSA-5658430;R-HSA-5672957;R-HSA-5675194;R-HSA-5672954;R-HSA-5675431;R-HSA-5674019;R-HSA-5675373;R-HSA-5675433"
R-HSA-194138,"Signaling by VEGF",96,347,0.031617312072892936,1.1102230246251565E-16,1.7763568394002505E-15,103,122,0.01147803179979302,9606,Homo sapiens,"Q13555;Q13554;P36507;P07900;P28482;P07949;Q13557;P12931;P21802;P42345;P15056;P62993;P15692;P17948;P22694;P49137;Q13200;P22455;P04049;P35968;Q15303;O15530;P27361;P09619;P10721;P53778;Q9UQM7;Q99436;P16234;Q05513;Q02763;P41240;P33151;P01589;P49721;P49720;P00533;Q13177;P60900;P42338;P42336;P52333;P05106;P28066;Q9Y243;Q15759;P28065;O15264;P35916;P28062;P31751;Q05397;P08581;P20618;P17252;P06241;P21860;P25789;P25788;P05230;P40306;Q13464;P27448;P25787;P25786;Q16539;O75914;P04626;P31749;O75116;P28074;Q02750;P28072;Q99460;P28070;P30530;P14784;P31785;P17612;P11362;O14818;O60674;Q05655;P22607;P23458;Q14289;Q13153;Q16584","Q13555;Q13554;P36507;P07900;P28482;P07949;Q13557;P42345;P15056;P15692;P62993-1;P12931-1;P17948;P22694;P49137;Q13200;P22455;Q15303-2;P04049;Q15303-3;P35968;Q15303-1;P22607-2;O15530;P22607-1;P27361;P09619;P10721;P53778;Q9UQM7;P21802-5;P21802-3;Q99436;P16234;P15692-4;P21802-1;Q05513;Q02763;P41240;P33151;P01589;P49721;P49720;P00533;Q13177;P60900;P42338;P42336;P52333;P05106;P28066;Q9Y243;Q15759;P21860-1;P28065;O15264;P35916;P28062;P31751;Q05397;P21802-18;P11362-19;P08581;P20618;P17252;P11362-1;P06241;P25789;P25788;P05230;P40306;Q13464;P27448;P25787;P25786;Q16539;O75914;P04626;P31749;O75116;P28074;Q02750;P28072;Q99460;P28070;P30530;P14784;P31785;P17612;O14818;O60674;Q05655;P23458;Q14289;Q13153;Q16584","R-HSA-194310;R-HSA-194311;R-HSA-194308;R-HSA-5218645;R-HSA-5218643;R-HSA-5218642;R-HSA-5218640;R-HSA-2317314;R-HSA-5357429;R-HSA-5675376;R-HSA-5674366;R-HSA-5357432;R-HSA-4420202;R-HSA-187688;R-HSA-5218916;R-HSA-4420206;R-HSA-195378;R-HSA-5675373;R-HSA-4420099;R-HSA-5218830;R-HSA-5672980;R-HSA-5218828;R-HSA-5672978;R-HSA-5218826;R-HSA-5218824;R-HSA-5218823;R-HSA-4420107;R-HSA-5218822;R-HSA-5218821;R-HSA-5218820;R-HSA-5218819;R-HSA-5218818;R-HSA-5672966;R-HSA-5218847;R-HSA-195408;R-HSA-5672965;R-HSA-5672960;R-HSA-5674496;R-HSA-4420117;R-HSA-5672961;R-HSA-195418;R-HSA-5218839;R-HSA-5218838;R-HSA-5672972;R-HSA-4420121;R-HSA-5672973;R-HSA-5218836;R-HSA-5672969;R-HSA-5218832;R-HSA-4420128;R-HSA-5218855;R-HSA-5658430;R-HSA-5218854;R-HSA-5218852;R-HSA-5218851;R-HSA-4420143;R-HSA-4420140;R-HSA-5674019;R-HSA-4420153;R-HSA-3928647;R-HSA-202111;R-HSA-198270;R-HSA-202127;R-HSA-5228992;R-HSA-5675206;R-HSA-202129;R-HSA-202137;R-HSA-5672950;R-HSA-5672951;R-HSA-5672948;R-HSA-202144;R-HSA-5672958;R-HSA-5672957;R-HSA-5672954;R-HSA-1497784;R-HSA-2316429;R-HSA-5218815;R-HSA-4420083;R-HSA-5218814;R-HSA-5218813;R-HSA-5218812;R-HSA-5218811;R-HSA-5218809;R-HSA-5218806;R-HSA-5218805;R-HSA-5218804;R-HSA-5674132;R-HSA-5674130;R-HSA-5674387;R-HSA-5674385;R-HSA-5674140;R-HSA-5675417;R-HSA-5674373;R-HSA-5357445;R-HSA-5675198;R-HSA-5675194;R-HSA-5675431;R-HSA-5357472;R-HSA-198640;R-HSA-5357477;R-HSA-5357479;R-HSA-5357483;R-HSA-5675433"
R-HSA-8854691,"Interleukin-19,20,22,24,26,28 and 29 signaling",68,272,0.02478359908883827,1.1102230246251565E-16,1.7763568394002505E-15,48,57,0.005362686988427886,9606,Homo sapiens,"Q13555;Q13554;P36507;P07949;P28482;Q13557;P12931;P21802;P15056;P62993;Q13200;P22455;P04049;Q15303;P27361;P09619;P10721;Q9UQM7;Q99436;P16234;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P52333;P05106;P29597;P28066;P28065;P28062;Q05397;P08581;P20618;P06241;P21860;P25789;P25788;P05230;P40306;P05231;P27448;P25787;P25786;P04626;P28074;Q02750;P28072;Q99460;P28070;P14784;P31785;P11362;O14818;O60674;P22607;P06493;P23458;Q16584","Q13555;Q13554;P36507;P07949;P28482;Q13557;P15056;P62993-1;P12931-1;Q13200;P22455;Q15303-2;Q15303-3;P04049;Q15303-1;P22607-2;P22607-1;P27361;P09619;P10721;P21802-5;Q9UQM7;P21802-3;Q99436;P16234;P21802-1;Q02763;P41240;P49721;P01589;P49720;P00533;P60900;P52333;P05106;P29597;P28066;P21860-1;P28065;P28062;Q05397;P21802-18;P11362-19;P08581;P20618;P11362-1;P06241;P25789;P25788;P05230;P40306;P05231;P27448;P25787;P25786;P04626;P28074;Q02750;P28072;Q99460;P28070;P14784;P31785;O14818;O60674;P06493;P23458;Q16584","R-HSA-5674132;R-HSA-5672980;R-HSA-448708;R-HSA-5674130;R-HSA-5672978;R-HSA-5674387;R-HSA-5674385;R-HSA-5674140;R-HSA-8987015;R-HSA-5675417;R-HSA-5672966;R-HSA-5675206;R-HSA-5672965;R-HSA-5674373;R-HSA-448661;R-HSA-8986972;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-112342;R-HSA-5672972;R-HSA-5672973;R-HSA-448728;R-HSA-5672969;R-HSA-5672950;R-HSA-109857;R-HSA-5672951;R-HSA-5672948;R-HSA-109858;R-HSA-109860;R-HSA-448480;R-HSA-5675376;R-HSA-109863;R-HSA-109862;R-HSA-5675198;R-HSA-5674366;R-HSA-5672958;R-HSA-5658430;R-HSA-109864;R-HSA-5672957;R-HSA-5675194;R-HSA-5672954;R-HSA-448744;R-HSA-5675431;R-HSA-8854645;R-HSA-5674019;R-HSA-5675373;R-HSA-5675433"
R-HSA-5683057,"MAPK family signaling cascades",78,298,0.02715261958997722,1.1102230246251565E-16,1.7763568394002505E-15,72,86,0.008091071596575407,9606,Homo sapiens,"Q13555;Q13554;P36507;P28482;P07949;Q13557;P12931;P21802;P15056;P62993;P22694;Q13200;P22455;P05412;P04049;Q15303;P27361;P09619;P10721;Q9UQM7;Q99436;P16234;Q02763;P41240;P01589;P49721;P49720;P00533;Q13177;P60900;P52333;Q8IW41;P05106;P29597;P28066;P28065;P28062;Q9Y6Q9;P31152;Q05397;P08581;P20618;P06241;P21860;P25789;P25788;P05230;P40306;P05231;P27448;P25787;P25786;Q16659;O75914;P04626;P28074;Q02750;P28072;Q99460;P28070;P14784;P31785;P17612;P11362;O14818;O60674;P22607;P06493;P23458;Q13153;Q16584","Q13555;Q13554;P36507;P28482;P07949;Q13557;P15056;P62993-1;P12931-1;P22694;Q13200;P22455;P05412;Q15303-2;P04049;Q15303-3;Q15303-1;P22607-2;P22607-1;P27361;P09619;P10721;Q9UQM7;P21802-5;P21802-3;Q99436;P16234;P21802-1;Q02763;P41240;P01589;P49721;P49720;P00533;Q13177;P60900;P52333;Q8IW41;P05106;P29597;P28066;P21860-1;P28065;P28062;Q9Y6Q9;P31152;Q05397;P21802-18;P11362-19;P08581;P20618;P11362-1;P06241;P25789;P25788;P05230;P40306;P05231;P27448;P25787;P25786;Q16659;O75914;P04626;P28074;Q02750;P28072;Q99460;P28070;P14784;P31785;P17612;O14818;O60674;P06493;P23458;Q13153;Q16584","R-HSA-5692754;R-HSA-5692755;R-HSA-5687123;R-HSA-5687120;R-HSA-5687121;R-HSA-5692764;R-HSA-5692761;R-HSA-5675206;R-HSA-5687109;R-HSA-5687107;R-HSA-5687105;R-HSA-389788;R-HSA-5692749;R-HSA-5687115;R-HSA-5687112;R-HSA-5672950;R-HSA-109857;R-HSA-5672951;R-HSA-5692788;R-HSA-5672948;R-HSA-109858;R-HSA-109860;R-HSA-5675376;R-HSA-109863;R-HSA-109862;R-HSA-5674366;R-HSA-5672958;R-HSA-109864;R-HSA-5627775;R-HSA-5672957;R-HSA-5672954;R-HSA-5692775;R-HSA-5692770;R-HSA-5692768;R-HSA-5692781;R-HSA-5675373;R-HSA-5692779;R-HSA-5674132;R-HSA-5672980;R-HSA-5674130;R-HSA-5672978;R-HSA-5674387;R-HSA-5674385;R-HSA-5674140;R-HSA-5675417;R-HSA-5672966;R-HSA-5672965;R-HSA-5674373;R-HSA-5690245;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-112342;R-HSA-5672972;R-HSA-5672973;R-HSA-5690250;R-HSA-5672969;R-HSA-5687094;R-HSA-5687090;R-HSA-5687091;R-HSA-5687088;R-HSA-5675198;R-HSA-5658430;R-HSA-5687101;R-HSA-5675194;R-HSA-5687099;R-HSA-5687097;R-HSA-5675431;R-HSA-5674019;R-HSA-5687086;R-HSA-5675433;R-HSA-5687081"
